Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades
26.2.2021;9,29;9,295;9,18;9,395;9,07;9,315;9,298;3128343;29081839,76;4954
25.2.2021;9,37;9,375;9,49;9,675;9,36;9,37;9,489;1957236;18575803,82;4288
24.2.2021;9,45;9,46;9,38;9,515;9,305;9,455;9,426;1630403;15367262,26;4095
23.2.2021;9,355;9,365;9,375;9,65;9,20;9,375;9,388;2773356;26035113,36;5998
22.2.2021;9,36;9,37;9,07;9,385;9,005;9,33;9,283;2339756;21458316,29;5346
19.2.2021;9,075;9,08;8,915;9,085;8,77;9,085;8,957;2068447;18518533,04;3779
18.2.2021;8,905;8,92;8,97;9,175;8,905;8,915;8,999;2549980;22958614,59;4349
17.2.2021;8,935;8,945;8,96;9,095;8,89;8,975;8,994;2525586;22715985,38;4261
16.2.2021;8,905;8,915;8,605;9,155;8,52;8,94;8,873;3958015;35120575,44;6904
15.2.2021;8,595;8,605;8,565;8,68;8,525;8,60;8,593;2417812;20775540,96;4229
12.2.2021;8,51;8,52;8,435;8,57;8,375;8,52;8,494;1100475;9346286,67;2225
11.2.2021;8,445;8,455;8,345;8,47;8,33;8,445;8,396;1147166;9632106,17;2654
10.2.2021;8,33;8,335;8,345;8,385;8,23;8,325;8,326;1386795;11546828,36;2933
9.2.2021;8,30;8,31;8,50;8,515;8,285;8,31;8,352;2160131;18042488,1;3180
8.2.2021;8,51;8,525;8,30;8,615;8,25;8,52;8,49;2365014;20075512,76;3991
5.2.2021;8,245;8,255;8,30;8,32;8,15;8,25;8,244;1644402;13556453,03;3202
4.2.2021;8,285;8,295;8,345;8,44;8,235;8,295;8,295;2296899;19053125,13;4179
3.2.2021;8,335;8,345;8,44;8,44;8,31;8,345;8,355;1816597;15178048,85;3268
2.2.2021;8,325;8,33;8,35;8,39;8,26;8,36;8,331;2295106;19111548,14;3660
1.2.2021;8,29;8,30;8,30;8,405;8,235;8,30;8,321;1642916;13674646,12;3649
29.1.2021;8,23;8,24;8,15;8,305;8,005;8,25;8,209;2584490;21214147,73;4087
28.1.2021;8,20;8,215;8,01;8,32;7,75;8,20;8,078;3745018;30240306,02;7899
27.1.2021;8,065;8,08;8,48;8,505;7,94;8,05;8,119;4135065;33566087,08;8768
26.1.2021;8,445;8,455;8,625;8,635;8,375;8,47;8,503;2971870;25268753,26;5791
25.1.2021;8,61;8,625;8,76;8,86;8,59;8,635;8,723;2082009;18164834,17;4127
22.1.2021;8,695;8,705;8,83;8,83;8,625;8,705;8,697;1659007;14426928,34;3421
21.1.2021;8,795;8,805;8,78;8,835;8,69;8,80;8,765;2024092;17739867,31;3983
20.1.2021;8,715;8,725;8,665;8,805;8,655;8,72;8,736;1990575;17389661,83;3402
